company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored,total_filed,wilson_lower,wilson_upper,point_rate,uncertainty_width,recommendation,Y,Y_hat,group
PAGE SOUTHERLAND PAGE INC,Other,,HOUSTON,TX,77002,(713) 871-8484,2013.0,12.0,"Arturo C. Chavez, Catherine J. Britt, James M. Wright, Lawrence W. Speck, Mattia J. Flabiano, III, Michael J. Mace, Robert E. Burke, Thomas C. McCarthy",,3922644.0,3922644.0,Seed,2014-04-01,32.0,6.0,84.21052631578947,88754.0,"['Job Captain', 'Graduate Structural Engineer', 'Designer']",38.0,0.6958287736272311,0.9255623777627732,0.8421052631578947,0.229733604135542,CONSIDER,1,0,ESTABLISHED
PAGER INC,Other,pager.com,NEW YORK,NY,10013,(212) 242-1828,2013.0,12.0,"Gaspard de Dreuzy, Philip Eytan, Phillip Eytan, Walter Jin","Adam Goulburn, Adam Skeete Goulburn, Charles D. Boorady, Darren Dworkin, Eric Kim, Gaspard de Dreuzy, Lisa Skate Tatum, Lisa Skeete Tatum, Oscar Salazar, Steven Shulman, Todd Kimmel, Todd Skeete Kimmel, Walter Jin, William D. Georges",106580577.0,50000001.0,Series B,2021-06-04,10.0,0.0,100.0,112332.0,['Senior QA Analyst'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
PALLEON PHARMACEUTICALS INC,Biotechnology,,WALTHAM,MA,2451,(857) 285-5900,2015.0,10.0,"James W. Broderick, John W. Hennessy","Eric W. Xiao, James W. Lee, Jens W. Eckstein, Karan W. Takhar, Karen W. Hong, Rajeev W. Dadoo, Stephen W. Hoffman, William W. Burkoth",148280886.0,100000007.0,Series D+,2020-09-02,4.0,0.0,100.0,112500.0,['Scientist I'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
PANTHEON SYSTEMS INC,Other Technology,pantheon-systems.com,SAN FRANCISCO,CA,94108,(855) 927-9387,2010.0,15.0,"Mark Khavkin, Zachary Rosen","Adam Gross, Chris Moody, Edward A Gilhuly, Rory O'Driscoll, Ryan McIntyre",91758848.0,41499991.0,Series C,2019-02-14,20.0,0.0,100.0,80566.0,['Associate Software Engineer'],20.0,0.8388698745050667,1.0,1.0,0.1611301254949333,PRIORITIZE,1,1,ESTABLISHED
PARADROMICS INC,Other Health Care,paradromics.com,AUSTIN,TX,78759,(512) 559-4120,2015.0,10.0,"Edmund Huber, Helmy Eltoukhy, James Burrows, Matt Angle, Matthew Angle, Matthew R Angle","Adam Kablanian, Adam R Kablanian, Amy Kruse, Court Westcott, Dakin Sloss, Edmund Huber, Enke Bashllari, Enke R Bashllari, Enkelejda Bashllari, Ron Kelly, Ron R Kelly, Thomas Krummel, Thomas R Krummel, Yifan Kong, Zia Huque",145003010.0,51012815.0,Series C,2023-03-21,8.0,0.0,100.0,179338.0,"['Manager, Electrical Engineering']",8.0,0.6755843804891231,1.0,1.0,0.3244156195108769,CONSIDER,1,0,ESTABLISHED
PARTICLE MEDIA INC,Other Technology,particlemedia.com,Mountain View,CA,94040-0000,(650) 282-5619,2015.0,10.0,Zhaohui Zheng,"Alan Ni, Ella Liu, Xuyang Ren, Ya Li, Yeung Shum Heung, Yihong Guo",129900739.0,103276639.0,Series D+,2020-12-23,32.0,0.0,100.0,155000.0,"['Senior Product Designer', 'Senior Software Engineer']",32.0,0.8928172849426366,1.0,1.0,0.1071827150573634,PRIORITIZE,1,1,ESTABLISHED
PAYJOY INC,Other Technology,payjoy.com,SAN FRANCISCO,CA,94107,(408) 455-6781,2015.0,10.0,"Douglas Ricket, Gilberto Lopez, Mark Heynen","John Buttrick, Josh McFarland, Todd Schell",59526111.0,35000000.0,Series A,2023-05-25,26.0,2.0,92.85714285714286,165706.47999999998,"['Finance Manager', 'Product Manager']",28.0,0.7735426157408214,0.9801883525522292,0.9285714285714286,0.2066457368114078,PRIORITIZE,1,1,ESTABLISHED
PAYNEARME INC,Other Technology,paynearme.com,SANTA CLARA,CA,95054,(650) 930-1020,2009.0,16.0,"Allison J. Amadia, Daniel J. Shader, Kristina J. Campbell, Lauren J. Brown, Mirna J. Daouk","Bill J. Clerico, Dan J. Levitan, Jon J. Callaghan, Mark J. Britto",114699989.0,50000000.0,Series C,2023-04-18,6.0,0.0,100.0,160000.0,"['Software Engineer', 'Developer', 'Senior Product Manager']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
PELOTON INTERACTIVE INC,Other Technology,pelotoninteractive.com,NEW YORK,NY,10011,(866) 679-9129,2015.0,10.0,"Graham Stanton, Hisao Kushi, John Foley","Erik Blachford, Howard Draft, James Hexter, John Callaghan, John Foley, Jon Callaghan, Lee Fixel",87999997.0,74999997.0,Series C,2015-11-30,310.0,8.0,97.48427672955977,167149.0,"['Senior Software Quality Assurance Manager', 'Manager, Product Lifecycle Management', 'Senior Manager, Quality Assurance', 'Manager, Software Development Engineer in Test', 'Marketing Data Scientist']",318.0,0.9511511681788964,0.9871986287398364,0.9748427672955976,0.0360474605609399,PRIORITIZE,1,1,ESTABLISHED
PELOTON INTERACTIVE LLC,Other,pelotoninteractive.com,NEW YORK,NY,10001,(818) 571-7236,2012.0,13.0,"Graham Stanton, John Foley, Thomas Cortese, Yu Feng","Cliff Norris, David Barry, David Heller, Frederic Mayerson, Howard Draft, Lee Fixel",27450155.0,10000000.0,Seed,2014-11-25,310.0,8.0,97.48427672955977,167149.0,"['Senior Software Quality Assurance Manager', 'Manager, Product Lifecycle Management', 'Senior Manager, Quality Assurance', 'Manager, Software Development Engineer in Test', 'Marketing Data Scientist']",318.0,0.9511511681788964,0.9871986287398364,0.9748427672955976,0.0360474605609399,PRIORITIZE,1,1,ESTABLISHED
PERFECT DAY INC,Other Technology,perfect-day.com,Berkeley,CA,94710,12138488633,2014.0,11.0,"PERUMAL GANDHI, RYAN PANDYA, Ryan Pandya, Tripunithura Mahadeva Narayan","AFTAB MATHUR, Carolyn Fritz, Jerry O'Dea, Moohwan Kim, PATRICK ZHANG, PERUMAL GANDHI, Patrick Zhang, Perumal Gandhi, SONNY VU, Sonny Vu, Zhang Haorui",264999921.0,90000000.0,Series C,2023-11-17,4.0,2.0,66.66666666666666,127475.0,"['Supply Chain Planner', 'Senior Systems Administrator']",6.0,0.2999883213415286,0.9032306674407832,0.6666666666666666,0.6032423460992544,DEPRIORITIZE,0,0,ESTABLISHED
PERSIVIA INC,Other,persivia.com,MARLBOROUGH,MA,1752,(978) 856-4599,2015.0,10.0,Mansoor A. Khan,"Edward A. Cahill, Fauzia A. Khan, Ron A. Zwanziger, Tadd A. Wessel",9999996.0,3749996.0,Pre-Seed,2019-07-25,14.0,0.0,100.0,76750.0,"['Business Intelligence Analyst', 'Clinical Data Engineer']",14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,ESTABLISHED
PERSONALIS INC,Biotechnology,personalis.com,MENLO PARK,CA,94025,(650) 752-1300,2011.0,14.0,"Carol Tillis, John West","Chris Schaepe, Jonathan MacQuitty, Ken Ludlum, Patrick Balthrop, Vincent Miles",48572605.0,15000000.0,Series A,2017-06-29,22.0,0.0,100.0,129002.0,"['Senior Bioinformatics Scientist', 'Senior Research Associate', 'Senior Research Associate ', 'Software Engineer - Backend ', 'Software Engineer - Backend']",22.0,0.8513404742740388,1.0,1.0,0.1486595257259612,PRIORITIZE,1,1,ESTABLISHED
PHANTOM TECHNOLOGIES INC,Other Technology,phantom-technologies.com,SAN FRANCISCO,CA,94110,(732) 546-6987,2021.0,4.0,"Brandon Millman, Chris Kalani, Francesco Agosti",,8999997.0,8999997.0,Series A,2021-05-28,14.0,0.0,100.0,180000.0,['Senior Data Scientist'],14.0,0.7846829880728186,1.0,1.0,0.2153170119271814,PRIORITIZE,1,1,YOUNG
PHIL INC,Other Technology,phil.com,SAN FRANCISCO,CA,94108,(415) 640-8508,2015.0,10.0,Deepak Thomas,,5495000.0,5495000.0,Series A,2016-11-21,28.0,0.0,100.0,183641.54,"['Senior Product Manager', 'Director of Engineering']",28.0,0.8793527963418923,1.0,1.0,0.1206472036581076,PRIORITIZE,1,1,ESTABLISHED
PINTEON THERAPEUTICS INC,Biotechnology,,NEWTON CENTRE,MA,2459,(917) 607-0015,2014.0,11.0,"Jason R. Dinges, Martin Jefson, Steven Kelly","Jason Dinges, Jason R. Dinges, Jeffrey L. Ives, Justin L. Burns, Kun Ping Lu, Stephanie O'Brien, Westley B. Nolin, Westley L. Nolin, Westley R. Nolin",99617310.0,70085725.0,Series B,2022-01-07,6.0,0.0,100.0,130000.0,['Neuroscience Automation Engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
PIVOTAL SOFTWARE INC,Computers,,PALO ALTO,CA,94304,(650) 846-1600,2013.0,12.0,"Andrew Cohen, Bill Cook, Edward Hieatt, Leo Spiegel, Rob Mee","Jami Miscik, Paul Maritz, Randolph Cowen, William Green, William Ruh",652999987.0,652999987.0,Series D+,2016-04-21,26.0,0.0,100.0,172647.52000000002,"['Senior Member of Technical Staff', 'Lead Data Scientist']",26.0,0.8712669561953784,1.0,1.0,0.1287330438046215,PRIORITIZE,1,1,ESTABLISHED
PIXELAND TECHNOLOGIES INC,Other Technology,,SUNNYVALE,CA,94086,(650) 661-9959,2023.0,2.0,Yue Li,"Xinyi Chen, Yupan Lin",3600000.0,3600000.0,Seed,2023-08-25,4.0,0.0,100.0,115586.0,['Software Engineer/CEO'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
PJT PARTNERS HOLDINGS LP,Investment Banking,pjt.com,New York,NY,10017,(212) 364-7800,2014.0,11.0,"Helen T. Meates, James W. Cuminale, Ji-Yeun W. Lee, Paul J. Taubman","Dennis S. Hersch, Emily K. Rafferty, James S. Costos, Kenneth C. Whitney, Thomas M. Ryan",100000000.0,100000000.0,Series D+,2018-10-01,100.0,0.0,100.0,200000.0,"['Associate', 'Director, Strategic Advisory Group ', 'Director, PJT Park Hill Hedge Fund', 'Director, Strategic Advisory', 'Director, Strategic Advisory ']",100.0,0.963005192523998,1.0,1.0,0.0369948074760018,PRIORITIZE,1,1,ESTABLISHED
PLASTIQ INC,Other Technology,plastiq.com,San Francisco,CA,94103,(844) 752-7847,2012.0,13.0,"Daniel Choi, Eliot Buchanan","Benjamin Ling, Jeffrey Bussgang, Kerry Hatch, Ryan Moore",11051067.0,11051067.0,Seed,2016-02-08,4.0,0.0,100.0,215000.0,"['Staff Software Engineer, Quality']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
PLATFORM SCIENCE INC,Other Technology,platformscience.com,SAN DIEGO,CA,92109,(858) 273-6924,2015.0,10.0,"JOHN C KENNEDY III, SMOLEK ANTHONY","CHRIS SULTEMEIER, JACOB MEDWELL, JAKE FIELDS, TRACY BLACK, WILL O'DONNELL",15413669.0,10000000.0,Series A,2018-07-18,22.0,4.0,84.61538461538461,155397.0,['Sr. Solutions Architect Engineer'],26.0,0.6646841558168644,0.9385006600107052,0.8461538461538461,0.2738165041938409,CONSIDER,1,0,ESTABLISHED
PLUME DESIGN INC,Other Technology,plume-design.com,PALO ALTO,CA,94306,(650) 704-7174,2015.0,10.0,"Fahri Diner, Murat Kocaman","Aarne J Aho, Andrew Ip, Ankur Prakash, Dean Walters, Elizabeth Hamren, Joshua Goldberg, Todd Dagres, Torsten Kreindl, Tyson J Marian",160437112.0,77857612.0,Series C,2019-12-13,64.0,0.0,100.0,159500.0,"['LIFECYCLE MARKETING LEAD', 'SENIOR DATA ENGINEER', 'Data Scientist - Marketing Analytics', 'Lifecycle Marketing Manager', 'Senior Software Engineer', 'Staff Software Engineer']",64.0,0.9433739770288436,1.0,1.0,0.0566260229711563,PRIORITIZE,1,1,ESTABLISHED
PODIMETRICS INC,Other,podimetrics.com,Somerville,MA,2144,(617) 990-6597,2012.0,13.0,"David Linders, Jonathan Bloom","Aaron Sandoski, Alexandra Cantley, Andrew Offer, Carter Meyer, David Linders, Ron Geraty",74034919.0,59999999.0,Series C,2021-12-01,6.0,0.0,100.0,150000.0,['Senior Firmware Engineer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
POSEIDA THERAPEUTICS INC,Biotechnology,poseidatherapeutics.com,SAN DIEGO,CA,92121,(858) 779-3100,2014.0,11.0,"Brent J. Warner, Eric Ostertag, Harry J. Leonhardt, Johanna M. Mylet, Kristin J. Yarema, Mark Gergen, Mark J. Gergen, Matthew Spear, Nishan de Silva","Adrian Howd, Catherine J. Mackey, Charles M. Baum, Cynthia M. Collins, David Hirsch, John B. Schmid, John J. Schmid, Lars Ekman, Luke M. Corning, Marcea B. Lloyd, Marcea Bland Lloyd, Noah J. Berkowitz, Robert Lyons",256533219.0,24999999.0,Series B,2023-08-07,34.0,0.0,100.0,74880.0,['Research Associate'],34.0,0.8984820937803899,1.0,1.0,0.1015179062196101,PRIORITIZE,1,1,ESTABLISHED
POSITIONING UNIVERSAL HOLDINGS INC,Other Technology,positioninguniversal.com,SAN DIEGO,CA,92122,(619) 894-6091,2015.0,10.0,"Ezra A. Peachey, Mark A. Wells","Alex A. Panelli, Mark A. Levey, Todd A. Crick",1985427.0,1985427.0,Pre-Seed,2015-06-26,6.0,0.0,100.0,135000.0,['Senior Embedded Firmware Developer'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
POWER LIFE SCIENCES INC,Other Health Care,,SAN FRANCISCO,CA,94107,(415) 316-2439,2021.0,4.0,"Brandon Li, Michael Gill",,18954927.0,12000000.0,Series A,2023-12-07,16.0,0.0,100.0,102512.5,"['Sr. Manager, Product Commercialization', 'Associate Systems Engineer']",16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,YOUNG
POWERML INC,Other Technology,powerml.ai,PALO ALTO,CA,94306,(650) 272-4468,2022.0,3.0,"Gregory Diamos, Sharon Zhou",Michael Dauber,24970000.0,24970000.0,Series B,2024-03-13,4.0,0.0,100.0,141378.0,['Machine Learning Systems Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
PRIME CONSULTING GROUP LLC,Other Health Care,primeconsultinggroup.com,HOLDEN,MA,1520,(860) 558-4935,2014.0,11.0,"Kevin J Murphy, Thomas J Nicholas",,7750000.0,7750000.0,Series A,2015-06-12,46.0,2.0,95.83333333333334,104716.5,"['INTEGRATED IMPLEMENTATION ENGINEER', 'SOFTWARE ENGINEER - INTEGRATION APPLICATIONS', 'Software Engineer']",48.0,0.8602408885222853,0.9884983479210344,0.9583333333333334,0.1282574593987491,PRIORITIZE,1,1,ESTABLISHED
PRINGLE ROBOTICS INC,Other Technology,pringlerobotics.com,PEORIA,IL,61614,(480) 648-2001,2022.0,3.0,,Sudheer Sajja,,,,,4.0,0.0,100.0,70000.0,"['RA Analyst/IP Analyst', 'Digital Marketing Specialist']",4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,YOUNG
PROCORE TECHNOLOGIES INC,Other,procoretechnologies.com,CARPINTERIA,CA,93013,(866) 477-6267,2014.0,11.0,"Benjamin J. Singer, CRAIG F. COURTEMANCHE, Craig F. Courtemanche, Jr., Dennis J. Lyandres, Patricia J. Wadors, ROBERT B. REED, RUSTY B. REED, Robert B. Reed, III, SAM B. CRIGMAN, STEVEN C. ZAHM, Sam J. Crigman, Steven C. Zahm","BRIAN B. FEINSTEIN, Brian J. Feinstein, Graham J. Smith, KEVIN J. O'CONNOR, Kathryn F. Bueker, Kevin J. O'Connor, Nanci F. Caldwell, PERRY B. WALLACK, Perry A. Wallack, WILL B. GRIFFITH, Will J. Griffith, William F. Griffith",330375560.0,74996454.0,Series C,2021-11-02,190.0,0.0,100.0,147200.0,"['Senior Technical Product Manager, Documents Platform', 'Software Engineer II', 'Principal Technical Product Manager', 'Senior Data Engineer', 'Senior Software Engineer']",190.0,0.980181756650791,1.0,1.0,0.0198182433492088,PRIORITIZE,1,1,ESTABLISHED
PROTECT AI INC,Other Technology,protectai.com,SEATTLE,WA,98101,(310) 909-6976,2022.0,3.0,Ian Swanson,"Badar Ahmed, Daryan Dehghanpisheh, Ed Sim, Mark Kraynak, Richard Seewald",80795490.0,80795490.0,Series C,2024-07-31,16.0,0.0,100.0,175000.0,['Head of UX and Design'],16.0,0.8063865817272802,1.0,1.0,0.1936134182727198,PRIORITIZE,1,1,YOUNG
PUBMARK INC,Other,pubmark.com,CAMBRIDGE,MA,2142,(617) 475-0782,2012.0,13.0,"Joshua J. Schanker, Nicholas M. Ciarelli","David M. Beisel, Eric M. Paley, Richard M. Levandov",7825000.0,4000000.0,Seed,2015-05-07,4.0,0.0,100.0,128000.0,['Software Engineer'],4.0,0.5100999795960008,1.0,1.0,0.4899000204039991,CONSIDER,1,0,ESTABLISHED
PURE STORAGE INC,Other Technology,purestorage.com,MOUNTAIN VIEW,CA,94041,(800) 379-7873,2009.0,16.0,"John Colgrove, Scott Dietzen","Aneel Bhusri, Frank Slootman, Michael Volpi, Mike Speiser, Satish Dharmaraj",284810815.0,59810881.0,Series C,2014-06-26,822.0,6.0,99.27536231884058,184454.0,"['Member of Technical Staff (Software Engineer)', 'Member of Technical Staff (Software Engineer) ', 'Member of Technical Staff (UX Engineer)', 'Staff Escalation Engineer', 'Technical Program Manager']",828.0,0.9842811322486082,0.9966748574494304,0.9927536231884058,0.0123937252008221,PRIORITIZE,1,1,ESTABLISHED
QUANTIPHI INC,Other Technology,quantiphi.com,MARLBOROUGH,MA,1752,(617) 470-7715,2013.0,12.0,"ASIF HASAN, Asif Hasan, Reghupathi Hariharan, Ritesh Patel, Vivek Khemani",,20320011.0,13500011.0,Series A,2019-12-24,270.0,12.0,95.74468085106383,125660.0,"['Engagement Manager', 'Senior Conversation Bot Engineer', 'Senior Data Engineer', 'Senior Machine Learning Engineer', 'Conversation Bot Engineer']",282.0,0.92710470732736,0.975493095091882,0.9574468085106383,0.0483883877645221,PRIORITIZE,1,1,ESTABLISHED
QUICKET SOLUTIONS INC,Other Technology,quicketsolutions.com,Chicago,IL,60603,(630) 723-7723,2013.0,12.0,"Akshay Singh, Christiaan Burner, Jim Kaput","Akshay Singh, Brandon Dobell, Jim Kaput, John Cerasani, Kevin Richardson, Ross Manire, Todd Beck",32051022.0,9403535.0,Series A,2022-09-30,6.0,0.0,100.0,109059.0,"['Software Engineer', 'Senior Software Engineer']",6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
QUICKLY INC,Other Technology,quickly.com,PASADENA,CA,91103,(626) 535-2757,2015.0,10.0,"Bill Gross, Craig Chrisney","Allen Morgan, James Armstrong",6999999.0,6999999.0,Series A,2015-04-24,6.0,0.0,100.0,87999.0,['Supply Chain Analyst'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
QUIZLET INC,Other Technology,quizlet.com,SAN FRANCISCO,CA,94107,(510) 495-6550,2015.0,10.0,"Andrew Sutherland, Jon Foster, Mark Selcow","David L. Margulius, Fred Wilson, Greg Sands",12000000.0,12000000.0,Series A,2015-10-09,50.0,0.0,100.0,225000.0,"['Staff Database Reliability Engineer', 'Staff Backend Engineer, ML Operations']",50.0,0.9286499658256812,1.0,1.0,0.0713500341743187,PRIORITIZE,1,1,ESTABLISHED
RADICAL INC,Other,radical.io,SEATTLE,WA,98104,(206) 569-4368,2022.0,3.0,"Cyriel Notteboom, James Thomas",,6714999.0,6714999.0,Seed,2023-12-21,88.0,6.0,93.61702127659576,141464.555,"['Fraud Prevention Analyst', 'Software Engineer', 'Director, Senior Cloud Architect', 'Senior Software Engineer ', 'Client Technology Implementation Manager']",94.0,0.8676686520776923,0.970420667802604,0.9361702127659576,0.1027520157249117,PRIORITIZE,1,1,YOUNG
RANI THERAPEUTICS LLC,Biotechnology,rani-therapeutics.com,SAN JOSE,CA,95131,(408) 457-3712,2012.0,13.0,"Mir Hashim, Mir Imran, Svai Sanford","Andrew Farquharson, David Pyott, Dennis Ausiello, Maulik Nanavaty",268723900.0,75000000.0,Series C,2020-10-30,24.0,0.0,100.0,122000.0,['Mechanical Engineer II'],24.0,0.8620194241710247,1.0,1.0,0.1379805758289752,PRIORITIZE,1,1,ESTABLISHED
RELISH LABS LLC,Other,relishlabs.com,CHICAGO,IL,60654,(574) 229-1645,2013.0,12.0,Patrick Vihtelic,,5000000.0,5000000.0,Series A,2015-08-19,6.0,0.0,100.0,93707.12,['Sr. Netsuite Administrator'],6.0,0.6096569663469354,1.0,1.0,0.3903430336530644,CONSIDER,1,0,ESTABLISHED
RELTIO INC,Other Technology,reltio.com,REDWOOD CITY,CA,94065,(855) 360-3282,2011.0,14.0,"Chris Hylen, Gordon Brooks, Jeffrey Schlesinger, Manish Sood","Carla Stratfold, Chetan Puttagunta, James Feuille, Jim Feuille, Jo-ann de Pass Olsovsky, Mark Templeton, Michael Gustafson",227594210.0,120000000.0,Series D+,2021-10-28,48.0,0.0,100.0,141003.0,['Senior Technical Consultant'],48.0,0.9258973488472576,1.0,1.0,0.0741026511527422,PRIORITIZE,1,1,ESTABLISHED
REMITLY INC,Other Banking and Financial Services,remitly.com,SEATTLE,WA,98109,(206) 535-6152,2011.0,14.0,"Andrew B Larson, Hilton B Hewitt, Joshua B Hug, Krishnan B Srinivasan, Matthew B Oppenheimer","Charles B Stonecipher, Chris B DeVore, Laurant B le Moal, Philip B Riese, Ron B Shah, William B Bryant",171579993.0,114999998.0,Series C,2017-11-10,344.0,4.0,98.85057471264368,145274.0,"['SENIOR ANALYST, MARKETING ANALYTICS', 'Senior Software Development Engineer', 'Software Engineer', 'Senior IT Auditor', 'Product Designer II', 'Senior Software Engineer']",348.0,0.9708225929307098,0.9955213527539392,0.9885057471264368,0.0246987598232293,PRIORITIZE,1,1,ESTABLISHED
REORG RESEARCH INC,Other Technology,reorg-research.com,NEW YORK,NY,10001,(212) 257-4383,2012.0,13.0,Kent Collier,"John Lazerow, Jordan Giancoli, Mark Kronfeld, Peter Vaccarella",1254544.0,1254544.0,Pre-Seed,2013-04-26,14.0,2.0,87.5,180000.0,"['Sr. Product Mgr, Innovation, Leveraged Finance/Debt Capital ']",16.0,0.6397666856325173,0.9650232506629428,0.875,0.3252565650304255,CONSIDER,1,0,ESTABLISHED
RESCALE INC,Other Technology,rescale.com,SAN FRANCISCO,CA,94102,18557372253,2012.0,13.0,"Adam McKenzie, Gregorius Poort, Samuel Pilling","Adam McKenzie, Toshiya Otani, Yanev Suissa",88502260.0,50000020.0,Series B,2020-01-09,32.0,0.0,100.0,92404.0,"['Support Engineer', 'Senior Software Engineer']",32.0,0.8928172849426366,1.0,1.0,0.1071827150573634,PRIORITIZE,1,1,ESTABLISHED
RESURETY INC,Other Energy,resurety.com,BOSTON,MA,2109,(617) 674-0805,2012.0,13.0,"Lee Taylor, Robert Lee Taylor","Amy Lee Villeneuve, Bill McCullen, Daniel Goldman, Daniel Lee Goldman, Kenneth Westrick, Paul Gaynor, Paul Lee Gaynor, Rich Lee Santoroski, William Lee McCullen",19461633.0,16000006.0,Series B,2021-10-14,14.0,2.0,87.5,93562.5,"['Product Associate', 'Software Engineer']",16.0,0.6397666856325173,0.9650232506629428,0.875,0.3252565650304255,CONSIDER,1,0,ESTABLISHED
REVOLUTION MEDICINES INC,Pharmaceuticals,revolutionmedicines.com,Redwood City,CA,94063,(650) 481-6808,2014.0,11.0,"Luan A. Wilfong, Margaret A. Horn, Mark A. Goldsmith, Ryan A. Martins, Steve A. Kelsey","Alexis A. Borisy, Barbara A. Weber, Elizabeth A. Anderson, Laurence A. Lasky, Michael A. Bonney, Thilo A. Schroeder, Vincent A. Miller",226742977.0,100287058.0,Series D+,2019-06-05,70.0,0.0,100.0,135500.0,"['SENIOR ASSOCIATE, REGULATORY AFFAIRS', 'SENIOR MANAGER, QUALITY COMPLIANCE - GMP', 'SCIENTIST II, PROCESS R&D CMC']",70.0,0.9479751251327164,1.0,1.0,0.0520248748672835,PRIORITIZE,1,1,ESTABLISHED
REWARDSTYLE INC,Other,rewardstyle.com,DALLAS,TX,75205,(972) 707-8530,2015.0,10.0,"Amber Venz Box, Baxter Box, G. Murrey Wanstrath",Amanda McDaniel,15000000.0,15000000.0,Series A,2015-06-15,10.0,0.0,100.0,220000.0,['Staff Engineer Backend'],10.0,0.7224598312333834,1.0,1.0,0.2775401687666166,PRIORITIZE,1,1,ESTABLISHED
RIIVOS INC,Other Technology,riivos.com,SAN FRANCISCO,CA,94111,(415) 850-5727,2015.0,10.0,"JARED HUFF, MICHELE MCGOVERN","JEFFREY WALKER, STEVEN BERGER",7050000.0,1050000.0,Pre-Seed,2018-12-13,170.0,4.0,97.70114942528735,172000.0,"['Member of Technical Staff', 'Senior Member of Technical Staff', 'Principal Member of Technical Staff']",174.0,0.94239000984031,0.9910248942091364,0.9770114942528736,0.0486348843688262,PRIORITIZE,1,1,ESTABLISHED
RIPPLE LABS INC,Other Technology,ripplelabs.com,SAN FRANCISCO,CA,94104,(415) 213-4838,2014.0,11.0,"Bradley Garlinghouse, Christian Larsen","David Schwartz, Doug Chertok, Gene Sperling, Mariano Belinky, Susan Athey, Young Guo",87080568.0,55202952.0,Series C,2016-03-28,200.0,2.0,99.009900990099,150935.0,"['Software Engineer', 'Senior Software Engineer', 'Senior Product Manager', 'Growth and Digital Marketer', 'Senior Software Engineer, Data']",202.0,0.9646240521522094,0.9972806357242938,0.99009900990099,0.0326565835720844,PRIORITIZE,1,1,ESTABLISHED
